COMMUNITY_AREA,RACE,AGE,SEX,Count
UPTOWN,BLK,20-29,M,131
UPTOWN,BLK,30-39,F,3
UPTOWN,BLK,30-39,M,45
UPTOWN,BLK,30-39,UNKNOWN,1
UPTOWN,BLK,40-49,F,5
UPTOWN,BLK,40-49,M,16
UPTOWN,BLK,50-59,F,1
UPTOWN,BLK,50-59,M,7
UPTOWN,BLK,60-69,F,3
UPTOWN,BLK,70-79,M,1
UPTOWN,I,20-29,F,1
UPTOWN,UNKNOWN,0-19,F,1
UPTOWN,UNKNOWN,0-19,M,1
UPTOWN,UNKNOWN,20-29,M,2
UPTOWN,UNKNOWN,UNKNOWN,UNKNOWN,9
UPTOWN,WBH,0-19,F,1
UPTOWN,WBH,0-19,M,1
UPTOWN,WBH,20-29,M,1
UPTOWN,WBH,30-39,M,2
UPTOWN,WHI,0-19,F,1
UPTOWN,WHI,0-19,M,1
UPTOWN,WHI,20-29,F,3
UPTOWN,WHI,20-29,M,4
UPTOWN,WHI,30-39,M,3
UPTOWN,WHI,40-49,M,3
UPTOWN,WHI,50-59,F,1
UPTOWN,WHI,50-59,M,4
UPTOWN,WHI,60-69,M,3
UPTOWN,WWH,0-19,F,2
UPTOWN,WWH,0-19,M,10
UPTOWN,WWH,20-29,F,2
UPTOWN,WWH,20-29,M,7
UPTOWN,WWH,30-39,F,2
UPTOWN,WWH,30-39,M,2
UPTOWN,WWH,50-59,F,1
WASHINGTON HEIGHTS,BLK,0-19,F,21
WASHINGTON HEIGHTS,BLK,0-19,M,147
WASHINGTON HEIGHTS,BLK,20-29,F,36
WASHINGTON HEIGHTS,BLK,20-29,M,276
WASHINGTON HEIGHTS,BLK,20-29,UNKNOWN,1
WASHINGTON HEIGHTS,BLK,30-39,F,20
WASHINGTON HEIGHTS,BLK,30-39,M,100
WASHINGTON HEIGHTS,BLK,40-49,F,13
WASHINGTON HEIGHTS,BLK,40-49,M,41
WASHINGTON HEIGHTS,BLK,50-59,F,6
WASHINGTON HEIGHTS,BLK,50-59,M,11
WASHINGTON HEIGHTS,BLK,60-69,M,8
WASHINGTON HEIGHTS,BLK,80+,F,1
WASHINGTON HEIGHTS,BLK,UNKNOWN,M,1
WASHINGTON HEIGHTS,UNKNOWN,0-19,M,2
WASHINGTON HEIGHTS,UNKNOWN,20-29,M,2
WASHINGTON HEIGHTS,UNKNOWN,20-29,UNKNOWN,1
WASHINGTON HEIGHTS,UNKNOWN,30-39,M,2
WASHINGTON HEIGHTS,UNKNOWN,30-39,UNKNOWN,1
WASHINGTON HEIGHTS,UNKNOWN,UNKNOWN,UNKNOWN,8
WASHINGTON HEIGHTS,WBH,0-19,M,1
WASHINGTON HEIGHTS,WHI,20-29,M,2
WASHINGTON HEIGHTS,WHI,30-39,M,2
WASHINGTON HEIGHTS,WHI,50-59,M,1
WASHINGTON HEIGHTS,WHI,60-69,M,1
WASHINGTON HEIGHTS,WWH,20-29,F,1
WASHINGTON HEIGHTS,WWH,20-29,M,5
WASHINGTON HEIGHTS,WWH,30-39,M,1
WASHINGTON HEIGHTS,WWH,40-49,M,2
WASHINGTON PARK,BLK,0-19,F,24
WASHINGTON PARK,BLK,0-19,M,154
WASHINGTON PARK,BLK,0-19,UNKNOWN,2
WASHINGTON PARK,BLK,20-29,F,31
WASHINGTON PARK,BLK,20-29,M,279
WASHINGTON PARK,BLK,30-39,F,28
WASHINGTON PARK,BLK,30-39,M,133
WASHINGTON PARK,BLK,40-49,F,16
WASHINGTON PARK,BLK,40-49,M,54
WASHINGTON PARK,BLK,40-49,UNKNOWN,1
WASHINGTON PARK,BLK,50-59,F,3
WASHINGTON PARK,BLK,50-59,M,16
WASHINGTON PARK,BLK,60-69,F,1
WASHINGTON PARK,BLK,60-69,M,8
WASHINGTON PARK,BLK,70-79,F,2
WASHINGTON PARK,BLK,80+,F,1
WASHINGTON PARK,BLK,UNKNOWN,M,2
WASHINGTON PARK,UNKNOWN,0-19,UNKNOWN,1
WASHINGTON PARK,UNKNOWN,20-29,M,3
WASHINGTON PARK,UNKNOWN,40-49,UNKNOWN,1
WASHINGTON PARK,UNKNOWN,UNKNOWN,UNKNOWN,8
WASHINGTON PARK,WBH,20-29,F,1
WASHINGTON PARK,WBH,30-39,M,1
WASHINGTON PARK,WHI,20-29,M,1
WASHINGTON PARK,WHI,30-39,M,2
WASHINGTON PARK,WHI,60-69,M,1
WASHINGTON PARK,WWH,0-19,M,1
WEST ELSDON,BLK,20-29,M,1
WEST ELSDON,BLK,30-39,M,1
WEST ELSDON,BLK,50-59,M,1
WEST ELSDON,UNKNOWN,0-19,M,1
WEST ELSDON,UNKNOWN,20-29,M,1
WEST ELSDON,WHI,20-29,M,1
WEST ELSDON,WWH,0-19,F,4
WEST ELSDON,WWH,0-19,M,15
WEST ELSDON,WWH,20-29,F,3
WEST ELSDON,WWH,20-29,M,30
WEST ELSDON,WWH,30-39,M,15
WEST ELSDON,WWH,40-49,F,1
WEST ELSDON,WWH,40-49,M,3
WEST ELSDON,WWH,50-59,F,1
WEST ELSDON,WWH,50-59,M,4
WEST ENGLEWOOD,BLK,0-19,F,63
WEST ENGLEWOOD,BLK,0-19,M,454
WEST ENGLEWOOD,BLK,20-29,F,81
WEST ENGLEWOOD,BLK,20-29,M,770
WEST ENGLEWOOD,BLK,20-29,UNKNOWN,1
WEST ENGLEWOOD,BLK,30-39,F,54
WEST ENGLEWOOD,BLK,30-39,M,391
WEST ENGLEWOOD,BLK,30-39,UNKNOWN,1
WEST ENGLEWOOD,BLK,40-49,F,19
WEST ENGLEWOOD,BLK,40-49,M,138
WEST ENGLEWOOD,BLK,40-49,UNKNOWN,1
WEST ENGLEWOOD,BLK,50-59,F,10
WEST ENGLEWOOD,BLK,50-59,M,62
WEST ENGLEWOOD,BLK,60-69,F,3
WEST ENGLEWOOD,BLK,60-69,M,15
WEST ENGLEWOOD,BLK,70-79,F,2
WEST ENGLEWOOD,BLK,70-79,M,5
WEST ENGLEWOOD,BLK,80+,M,1
WEST ENGLEWOOD,BLK,UNKNOWN,M,1
WEST ENGLEWOOD,UNKNOWN,0-19,F,2
WEST ENGLEWOOD,UNKNOWN,0-19,M,3
WEST ENGLEWOOD,UNKNOWN,20-29,F,2
WEST ENGLEWOOD,UNKNOWN,20-29,M,1
WEST ENGLEWOOD,UNKNOWN,20-29,UNKNOWN,1
WEST ENGLEWOOD,UNKNOWN,30-39,F,1
WEST ENGLEWOOD,UNKNOWN,30-39,UNKNOWN,1
WEST ENGLEWOOD,UNKNOWN,40-49,M,1
WEST ENGLEWOOD,UNKNOWN,60-69,UNKNOWN,1
WEST ENGLEWOOD,UNKNOWN,UNKNOWN,UNKNOWN,12
WEST ENGLEWOOD,WBH,0-19,F,2
WEST ENGLEWOOD,WBH,0-19,M,3
WEST ENGLEWOOD,WBH,20-29,M,3
WEST ENGLEWOOD,WHI,0-19,M,1
WEST ENGLEWOOD,WHI,20-29,F,1
WEST ENGLEWOOD,WHI,20-29,M,1
WEST ENGLEWOOD,WHI,30-39,F,1
WEST ENGLEWOOD,WHI,40-49,M,2
WEST ENGLEWOOD,WHI,50-59,M,2
WEST ENGLEWOOD,WHI,UNKNOWN,M,1
WEST ENGLEWOOD,WWH,0-19,F,3
WEST ENGLEWOOD,WWH,0-19,M,13
WEST ENGLEWOOD,WWH,20-29,F,5
WEST ENGLEWOOD,WWH,20-29,M,14
WEST ENGLEWOOD,WWH,30-39,F,3
WEST ENGLEWOOD,WWH,30-39,M,10
WEST ENGLEWOOD,WWH,40-49,F,1
WEST ENGLEWOOD,WWH,40-49,M,4
WEST ENGLEWOOD,WWH,50-59,M,3
WEST ENGLEWOOD,WWH,60-69,M,1
WEST GARFIELD PARK,API,20-29,M,1
WEST GARFIELD PARK,BLK,0-19,F,45
WEST GARFIELD PARK,BLK,0-19,M,277
WEST GARFIELD PARK,BLK,20-29,F,100
WEST GARFIELD PARK,BLK,20-29,M,638
WEST GARFIELD PARK,BLK,20-29,UNKNOWN,1
WEST GARFIELD PARK,BLK,30-39,F,34
WEST GARFIELD PARK,BLK,30-39,M,339
WEST GARFIELD PARK,BLK,40-49,F,18
WEST GARFIELD PARK,BLK,40-49,M,111
WEST GARFIELD PARK,BLK,50-59,F,10
WEST GARFIELD PARK,BLK,50-59,M,78
WEST GARFIELD PARK,BLK,60-69,F,3
WEST GARFIELD PARK,BLK,60-69,M,15
WEST GARFIELD PARK,BLK,70-79,F,1
WEST GARFIELD PARK,BLK,70-79,M,2
WEST GARFIELD PARK,BLK,80+,F,2
WEST GARFIELD PARK,BLK,80+,M,1
WEST GARFIELD PARK,BLK,UNKNOWN,M,4
WEST GARFIELD PARK,I,20-29,F,1
WEST GARFIELD PARK,I,40-49,M,1
WEST GARFIELD PARK,UNKNOWN,0-19,M,1
WEST GARFIELD PARK,UNKNOWN,0-19,UNKNOWN,3
WEST GARFIELD PARK,UNKNOWN,20-29,F,3
WEST GARFIELD PARK,UNKNOWN,20-29,M,6
WEST GARFIELD PARK,UNKNOWN,20-29,UNKNOWN,1
WEST GARFIELD PARK,UNKNOWN,30-39,M,2
WEST GARFIELD PARK,UNKNOWN,40-49,M,2
WEST GARFIELD PARK,UNKNOWN,UNKNOWN,UNKNOWN,20
WEST GARFIELD PARK,WBH,0-19,F,1
WEST GARFIELD PARK,WBH,0-19,M,1
WEST GARFIELD PARK,WBH,20-29,M,1
WEST GARFIELD PARK,WBH,30-39,F,1
WEST GARFIELD PARK,WBH,30-39,M,1
WEST GARFIELD PARK,WHI,0-19,F,1
WEST GARFIELD PARK,WHI,0-19,M,1
WEST GARFIELD PARK,WHI,20-29,M,6
WEST GARFIELD PARK,WHI,30-39,F,1
WEST GARFIELD PARK,WHI,30-39,M,5
WEST GARFIELD PARK,WHI,40-49,F,1
WEST GARFIELD PARK,WHI,40-49,M,5
WEST GARFIELD PARK,WHI,60-69,M,1
WEST GARFIELD PARK,WHI,UNKNOWN,M,1
WEST GARFIELD PARK,WWH,0-19,M,6
WEST GARFIELD PARK,WWH,20-29,F,4
WEST GARFIELD PARK,WWH,20-29,M,15
WEST GARFIELD PARK,WWH,30-39,M,8
WEST GARFIELD PARK,WWH,40-49,M,5
WEST GARFIELD PARK,WWH,50-59,F,1
WEST GARFIELD PARK,WWH,60-69,M,2
WEST LAWN,BLK,0-19,M,5
WEST LAWN,BLK,20-29,M,8
WEST LAWN,BLK,30-39,M,1
WEST LAWN,BLK,40-49,F,1
WEST LAWN,BLK,40-49,M,1
WEST LAWN,BLK,70-79,M,1
WEST LAWN,UNKNOWN,0-19,M,3
WEST LAWN,UNKNOWN,50-59,M,1
WEST LAWN,WBH,20-29,M,1
WEST LAWN,WBH,UNKNOWN,M,1
WEST LAWN,WHI,20-29,F,1
WEST LAWN,WHI,20-29,M,5
WEST LAWN,WHI,30-39,M,3
WEST LAWN,WHI,60-69,M,1
WEST LAWN,WWH,0-19,F,1
WEST LAWN,WWH,0-19,M,26
WEST LAWN,WWH,20-29,F,4
WEST LAWN,WWH,20-29,M,41
WEST LAWN,WWH,30-39,F,1
WEST LAWN,WWH,30-39,M,15
WEST LAWN,WWH,40-49,M,6
WEST LAWN,WWH,50-59,F,1
WEST LAWN,WWH,70-79,M,1
WEST PULLMAN,API,0-19,F,1
WEST PULLMAN,BLK,0-19,F,38
WEST PULLMAN,BLK,0-19,M,238
WEST PULLMAN,BLK,20-29,F,55
WEST PULLMAN,BLK,20-29,M,434
WEST PULLMAN,BLK,30-39,F,38
WEST PULLMAN,BLK,30-39,M,210
WEST PULLMAN,BLK,40-49,F,13
WEST PULLMAN,BLK,40-49,M,61
WEST PULLMAN,BLK,50-59,F,12
WEST PULLMAN,BLK,50-59,M,45
WEST PULLMAN,BLK,60-69,F,2
WEST PULLMAN,BLK,60-69,M,10
WEST PULLMAN,BLK,80+,F,1
WEST PULLMAN,BLK,80+,M,2
WEST PULLMAN,BLK,UNKNOWN,F,1
WEST PULLMAN,BLK,UNKNOWN,M,2
WEST PULLMAN,I,20-29,M,1
WEST PULLMAN,UNKNOWN,0-19,M,3
WEST PULLMAN,UNKNOWN,20-29,F,2
WEST PULLMAN,UNKNOWN,20-29,M,3
WEST PULLMAN,UNKNOWN,30-39,M,1
WEST PULLMAN,UNKNOWN,UNKNOWN,UNKNOWN,30
WEST PULLMAN,WBH,20-29,M,2
WEST PULLMAN,WHI,20-29,M,1
WEST PULLMAN,WHI,30-39,M,1
WEST PULLMAN,WHI,40-49,M,2
WEST PULLMAN,WWH,0-19,F,1
WEST PULLMAN,WWH,0-19,M,7
WEST PULLMAN,WWH,20-29,M,8
WEST PULLMAN,WWH,30-39,F,1
WEST PULLMAN,WWH,30-39,M,8
WEST PULLMAN,WWH,40-49,F,1
WEST PULLMAN,WWH,40-49,M,1
WEST PULLMAN,WWH,60-69,M,1
WEST RIDGE,API,20-29,M,6
WEST RIDGE,API,30-39,M,2
WEST RIDGE,API,40-49,F,1
WEST RIDGE,BLK,0-19,F,1
WEST RIDGE,BLK,0-19,M,18
WEST RIDGE,BLK,20-29,F,5
WEST RIDGE,BLK,20-29,M,30
WEST RIDGE,BLK,30-39,M,12
WEST RIDGE,BLK,40-49,F,2
WEST RIDGE,BLK,40-49,M,3
WEST RIDGE,BLK,50-59,F,2
WEST RIDGE,BLK,50-59,M,2
WEST RIDGE,UNKNOWN,0-19,UNKNOWN,1
WEST RIDGE,UNKNOWN,20-29,M,1
WEST RIDGE,UNKNOWN,30-39,M,1
WEST RIDGE,UNKNOWN,UNKNOWN,UNKNOWN,3
WEST RIDGE,WBH,20-29,M,2
WEST RIDGE,WHI,0-19,F,3
WEST RIDGE,WHI,0-19,M,4
WEST RIDGE,WHI,20-29,F,1
WEST RIDGE,WHI,20-29,M,6
WEST RIDGE,WHI,30-39,F,3
WEST RIDGE,WHI,30-39,M,5
WEST RIDGE,WHI,40-49,F,2
WEST RIDGE,WHI,40-49,M,6
WEST RIDGE,WHI,50-59,F,1
WEST RIDGE,WHI,50-59,M,4
WEST RIDGE,WHI,60-69,F,1
WEST RIDGE,WHI,60-69,M,4
WEST RIDGE,WWH,0-19,F,2
WEST RIDGE,WWH,0-19,M,18
WEST RIDGE,WWH,20-29,F,4
WEST RIDGE,WWH,20-29,M,17
WEST RIDGE,WWH,30-39,F,1
WEST RIDGE,WWH,30-39,M,7
WEST RIDGE,WWH,40-49,M,4
WEST RIDGE,WWH,60-69,M,1
WEST TOWN,API,20-29,M,1
WEST TOWN,API,30-39,M,1
WEST TOWN,BLK,0-19,F,4
WEST TOWN,BLK,0-19,M,29
WEST TOWN,BLK,20-29,F,9
WEST TOWN,BLK,20-29,M,89
WEST TOWN,BLK,20-29,UNKNOWN,1
WEST TOWN,BLK,30-39,F,4
WEST TOWN,BLK,30-39,M,44
WEST TOWN,BLK,40-49,M,7
WEST TOWN,BLK,50-59,F,2
WEST TOWN,BLK,50-59,M,3
WEST TOWN,I,50-59,M,1
WEST TOWN,UNKNOWN,20-29,M,9
WEST TOWN,UNKNOWN,30-39,M,1
WEST TOWN,UNKNOWN,UNKNOWN,UNKNOWN,10
WEST TOWN,WBH,0-19,M,8
WEST TOWN,WBH,20-29,F,1
WEST TOWN,WBH,20-29,M,7
WEST TOWN,WBH,30-39,F,2
WEST TOWN,WBH,30-39,M,3
WEST TOWN,WBH,40-49,F,1
WEST TOWN,WBH,40-49,M,1
WEST TOWN,WBH,50-59,M,3
WEST TOWN,WHI,0-19,M,3
WEST TOWN,WHI,20-29,F,2
WEST TOWN,WHI,20-29,M,28
WEST TOWN,WHI,30-39,F,5
WEST TOWN,WHI,30-39,M,15
WEST TOWN,WHI,40-49,F,2
WEST TOWN,WHI,40-49,M,4
WEST TOWN,WHI,50-59,F,1
WEST TOWN,WHI,50-59,M,4
WEST TOWN,WHI,60-69,F,1
WEST TOWN,WHI,60-69,M,1
WEST TOWN,WHI,80+,M,1
WEST TOWN,WWH,0-19,F,7
WEST TOWN,WWH,0-19,M,57
WEST TOWN,WWH,20-29,F,17
WEST TOWN,WWH,20-29,M,151
WEST TOWN,WWH,20-29,UNKNOWN,1
WEST TOWN,WWH,30-39,F,6
WEST TOWN,WWH,30-39,M,62
WEST TOWN,WWH,40-49,F,1
WEST TOWN,WWH,40-49,M,26
WEST TOWN,WWH,50-59,M,6
WEST TOWN,WWH,60-69,M,1
WOODLAWN,API,40-49,M,1
WOODLAWN,BLK,0-19,F,22
WOODLAWN,BLK,0-19,M,240
WOODLAWN,BLK,20-29,F,57
WOODLAWN,BLK,20-29,M,340
WOODLAWN,BLK,20-29,UNKNOWN,1
WOODLAWN,BLK,30-39,F,28
WOODLAWN,BLK,30-39,M,164
WOODLAWN,BLK,40-49,F,9
WOODLAWN,BLK,40-49,M,67
WOODLAWN,BLK,50-59,F,8
WOODLAWN,BLK,50-59,M,25
WOODLAWN,BLK,60-69,F,4
WOODLAWN,BLK,60-69,M,9
WOODLAWN,BLK,70-79,F,1
WOODLAWN,BLK,70-79,M,2
WOODLAWN,BLK,UNKNOWN,F,1
WOODLAWN,BLK,UNKNOWN,M,2
WOODLAWN,UNKNOWN,0-19,M,2
WOODLAWN,UNKNOWN,20-29,F,2
WOODLAWN,UNKNOWN,20-29,M,5
WOODLAWN,UNKNOWN,30-39,M,2
WOODLAWN,UNKNOWN,UNKNOWN,UNKNOWN,13
WOODLAWN,WHI,20-29,F,1
WOODLAWN,WHI,20-29,M,3
WOODLAWN,WHI,40-49,F,1
WOODLAWN,WHI,40-49,M,1
WOODLAWN,WWH,20-29,F,1
WOODLAWN,WWH,20-29,M,3
WOODLAWN,WWH,60-69,M,1
OVERVIEW,API,0-19,F,3
OVERVIEW,BLK,0-19,F,999
OVERVIEW,UNKNOWN,0-19,F,19
OVERVIEW,WBH,0-19,F,10
OVERVIEW,WHI,0-19,F,30
OVERVIEW,WWH,0-19,F,232
OVERVIEW,API,0-19,M,10
OVERVIEW,BLK,0-19,M,7161
OVERVIEW,I,0-19,M,3
OVERVIEW,UNKNOWN,0-19,M,74
OVERVIEW,WBH,0-19,M,54
OVERVIEW,WHI,0-19,M,108
OVERVIEW,WWH,0-19,M,1716
OVERVIEW,BLK,0-19,UNKNOWN,6
OVERVIEW,UNKNOWN,0-19,UNKNOWN,19
OVERVIEW,API,20-29,F,7
OVERVIEW,BLK,20-29,F,1776
OVERVIEW,I,20-29,F,4
OVERVIEW,UNKNOWN,20-29,F,29
OVERVIEW,WBH,20-29,F,20
OVERVIEW,WHI,20-29,F,73
OVERVIEW,WWH,20-29,F,381
OVERVIEW,API,20-29,M,67
OVERVIEW,BLK,20-29,M,13644
OVERVIEW,I,20-29,M,2
OVERVIEW,UNKNOWN,20-29,M,131
OVERVIEW,WBH,20-29,M,128
OVERVIEW,WHI,20-29,M,340
OVERVIEW,WWH,20-29,M,2923
OVERVIEW,BLK,20-29,UNKNOWN,10
OVERVIEW,UNKNOWN,20-29,UNKNOWN,21
OVERVIEW,WWH,20-29,UNKNOWN,4
OVERVIEW,API,30-39,F,3
OVERVIEW,BLK,30-39,F,862
OVERVIEW,I,30-39,F,1
OVERVIEW,UNKNOWN,30-39,F,16
OVERVIEW,WBH,30-39,F,9
OVERVIEW,WHI,30-39,F,48
OVERVIEW,WWH,30-39,F,165
OVERVIEW,API,30-39,M,36
OVERVIEW,BLK,30-39,M,6563
OVERVIEW,I,30-39,M,1
OVERVIEW,UNKNOWN,30-39,M,63
OVERVIEW,WBH,30-39,M,64
OVERVIEW,WHI,30-39,M,239
OVERVIEW,WWH,30-39,M,1262
OVERVIEW,BLK,30-39,UNKNOWN,7
OVERVIEW,UNKNOWN,30-39,UNKNOWN,5
OVERVIEW,WWH,30-39,UNKNOWN,1
OVERVIEW,API,40-49,F,3
OVERVIEW,BLK,40-49,F,403
OVERVIEW,UNKNOWN,40-49,F,4
OVERVIEW,WBH,40-49,F,6
OVERVIEW,WHI,40-49,F,26
OVERVIEW,WWH,40-49,F,65
OVERVIEW,API,40-49,M,16
OVERVIEW,BLK,40-49,M,2335
OVERVIEW,I,40-49,M,2
OVERVIEW,UNKNOWN,40-49,M,20
OVERVIEW,WBH,40-49,M,15
OVERVIEW,WHI,40-49,M,122
OVERVIEW,WWH,40-49,M,463
OVERVIEW,BLK,40-49,UNKNOWN,5
OVERVIEW,UNKNOWN,40-49,UNKNOWN,6
OVERVIEW,API,50-59,F,2
OVERVIEW,BLK,50-59,F,230
OVERVIEW,I,50-59,F,1
OVERVIEW,WHI,50-59,F,16
OVERVIEW,WWH,50-59,F,27
OVERVIEW,API,50-59,M,19
OVERVIEW,BLK,50-59,M,1034
OVERVIEW,I,50-59,M,1
OVERVIEW,UNKNOWN,50-59,M,8
OVERVIEW,WBH,50-59,M,7
OVERVIEW,WHI,50-59,M,88
OVERVIEW,WWH,50-59,M,161
OVERVIEW,BLK,50-59,UNKNOWN,2
OVERVIEW,BLK,60-69,F,91
OVERVIEW,UNKNOWN,60-69,F,1
OVERVIEW,WHI,60-69,F,10
OVERVIEW,WWH,60-69,F,6
OVERVIEW,API,60-69,M,3
OVERVIEW,BLK,60-69,M,315
OVERVIEW,I,60-69,M,2
OVERVIEW,UNKNOWN,60-69,M,2
OVERVIEW,WBH,60-69,M,1
OVERVIEW,WHI,60-69,M,45
OVERVIEW,WWH,60-69,M,59
OVERVIEW,UNKNOWN,60-69,UNKNOWN,1
OVERVIEW,API,70-79,F,1
OVERVIEW,BLK,70-79,F,23
OVERVIEW,WBH,70-79,F,1
OVERVIEW,WHI,70-79,F,6
OVERVIEW,WWH,70-79,F,4
OVERVIEW,API,70-79,M,4
OVERVIEW,BLK,70-79,M,68
OVERVIEW,WHI,70-79,M,8
OVERVIEW,WWH,70-79,M,13
OVERVIEW,API,80+,F,1
OVERVIEW,BLK,80+,F,14
OVERVIEW,UNKNOWN,80+,F,1
OVERVIEW,WHI,80+,F,3
OVERVIEW,WWH,80+,F,1
OVERVIEW,BLK,80+,M,21
OVERVIEW,WHI,80+,M,5
OVERVIEW,WWH,80+,M,2
OVERVIEW,BLK,UNKNOWN,F,12
OVERVIEW,UNKNOWN,UNKNOWN,F,1
OVERVIEW,WWH,UNKNOWN,F,5
OVERVIEW,BLK,UNKNOWN,M,47
OVERVIEW,UNKNOWN,UNKNOWN,M,4
OVERVIEW,WBH,UNKNOWN,M,1
OVERVIEW,WHI,UNKNOWN,M,10
OVERVIEW,WWH,UNKNOWN,M,10
OVERVIEW,UNKNOWN,UNKNOWN,UNKNOWN,593
